system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Continent,Country,Depth_avg,Dis_avg,Elevation,Grand_id,Hylak_id,Lake_area,Lake_name,Lake_type,Poly_src,Pour_lat,Pour_long,QA_PIXEL,QA_RADSAT,Res_time,SAA,SZA,Shore_dev,Shore_len,Slope_100,VAA,VZA,Vol_res,Vol_src,Vol_total,Wshd_area,.geo
00000000000000000339_12,0.7734233,245.29054,247.28697,0.7690591,0.68443936,0.7517724,0.78311515,0.09884583,0.107574195,0.7045599,0.014566158,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6621,212,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36250540742763,55.79246878022008]}"
00000000000000000339_13,0.7724598,245.29054,247.33627,0.7673588,0.682739,0.75324607,0.79184353,0.10009274,0.10785758,0.70478666,0.014792868,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6622,212,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36298303959241,55.79245570398462]}"
00000000000000000339_14,0.77336663,245.29478,247.38553,0.76752883,0.6840993,0.7508089,0.78923637,0.10031945,0.107007414,0.7045599,0.014452802,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6623,212,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36346067136307,55.792442625895994]}"
00000000000000000339_15,0.7745569,245.29478,247.35866,0.77098614,0.68687654,0.7517158,0.7853823,0.09929925,0.107290804,0.70473,0.01592642,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6623,212,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.3639383027395,55.79242954595421]}"
00000000000000000339_16,0.7738767,245.29054,247.29146,0.76979595,0.6861397,0.7516591,0.78798944,0.09935593,0.106270604,0.7051267,0.014679513,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6624,213,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36441593372166,55.792416464159245]}"
00000000000000000339_17,0.77200633,245.28204,247.26009,0.7663953,0.6823423,0.7487118,0.78747934,0.09935593,0.10797094,0.70733714,0.0143961245,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6625,213,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36489356430951,55.792403380511125]}"
00000000000000000339_18,0.77529365,245.29054,247.27353,0.76939917,0.685743,0.75199914,0.7880461,0.09901586,0.10717745,0.7068837,0.014112736,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6625,213,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36537119450297,55.79239029500985]}"
00000000000000000339_19,0.7779008,245.34575,247.27802,0.7712129,0.68784004,0.75375617,0.7910501,0.098222375,0.10712077,0.70711046,0.014056059,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6626,214,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.365848824302,55.79237720765542]}"
00000000000000000339_20,0.77659726,245.39667,247.2825,0.7741034,0.6914107,0.7576669,0.7929204,0.099525966,0.10734748,0.7075639,0.014056059,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16123,6916,1.04,3.9,0.71,-6627,214,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36632645370656,55.792364118447836]}"
00000000000000000339_21,0.7742168,245.4094,247.28697,0.7751803,0.69209087,0.76616853,0.8026123,0.10111294,0.10899113,0.7079606,0.0143961245,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16123,6916,1.04,3.9,0.71,-6628,214,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36680408271657,55.792351027387106]}"
00000000000000000339_22,0.7624845,245.40091,247.30939,0.76599854,0.68545955,0.76169103,0.7987582,0.1040035,0.11001133,0.71034104,0.01569971,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16123,6916,1.04,3.9,0.71,-6628,214,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36728171133198,55.79233793447324]}"
00000000000000000339_23,0.77325326,245.48993,247.51973,0.7731966,0.6933944,0.7607842,0.7934305,0.10440024,0.110578105,0.7051267,0.015529678,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6617,210,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.35961641776183,55.792278104811615]}"
00000000000000000339_24,0.7741601,245.52382,247.50185,0.7671321,0.6847228,0.75432295,0.7937139,0.10224649,0.10910449,0.70285964,0.015132934,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6618,210,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36009404900885,55.79226503982646]}"
00000000000000000339_25,0.775407,245.49417,247.42134,0.76894575,0.6845527,0.75001544,0.78294516,0.10054616,0.10751751,0.70291626,0.014679513,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6618,211,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36057167986208,55.79225197298813]}"
00000000000000000339_26,0.7703627,245.43907,247.31387,0.7648083,0.6798485,0.7483718,0.78141487,0.09839241,0.10751751,0.70382315,0.013999381,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6619,211,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36104931032142,55.79223890429664]}"
00000000000000000339_27,0.77143955,245.39667,247.26009,0.7668487,0.6833058,0.7487118,0.785609,0.098505765,0.10734748,0.7060902,0.013375927,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6620,211,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36152694038685,55.79222583375198]}"
00000000000000000339_28,0.7740468,245.38394,247.2556,0.7687191,0.6838726,0.75097895,0.7881028,0.09935593,0.10678071,0.7049567,0.015643032,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6621,212,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.3620045700583,55.79221276135416]}"
00000000000000000339_29,0.77535033,245.38394,247.27353,0.7680389,0.6838726,0.749732,0.7870826,0.099072546,0.10763087,0.70507,0.015643032,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6621,212,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36248219933572,55.79219968710318]}"
00000000000000000339_30,0.7731966,245.3797,247.30939,0.7676988,0.68353254,0.7516024,0.7875927,0.098959185,0.10712077,0.7059202,0.014792868,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6622,212,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36295982821903,55.792186610999046]}"
00000000000000000339_31,0.7746702,245.3797,247.34523,0.7688324,0.6850628,0.7512057,0.7870259,0.098959185,0.10706409,0.70682704,0.014452802,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6623,212,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36343745670821,55.79217353304176]}"
00000000000000000339_32,0.77149624,245.38818,247.36314,0.7676422,0.68449605,0.7508089,0.78747934,0.09873248,0.106724024,0.70507,0.014962901,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6624,213,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.3639150848032,55.792160453231325]}"
00000000000000000339_33,0.7731399,245.40091,247.35419,0.7688324,0.68477947,0.75097895,0.78781945,0.09873248,0.10644064,0.7060336,0.014622835,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6624,213,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36439271250391,55.792147371567744]}"
00000000000000000339_34,0.77228975,245.4094,247.36314,0.7696826,0.68477947,0.7520558,0.78878295,0.099242575,0.10649732,0.706657,0.015076256,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6625,213,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36487033981032,55.79213428805102]}"
00000000000000000339_35,0.7729132,245.44331,247.39896,0.7692292,0.6846661,0.7526793,0.78923637,0.09856244,0.10661067,0.7059769,0.013942704,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6626,213,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36534796672237,55.79212120268116]}"
00000000000000000339_36,0.77330995,245.51959,247.43028,0.7686057,0.68449605,0.75245255,0.7904266,0.09861912,0.106553994,0.7065437,0.014226092,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6626,214,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36582559323999,55.792108115458156]}"
00000000000000000339_37,0.77574706,245.58731,247.44818,0.7686624,0.68540287,0.75347275,0.7913901,0.09975267,0.107744224,0.7069404,0.014792868,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16123,6916,1.04,3.9,0.71,-6627,214,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36630321936313,55.79209502638202]}"
00000000000000000339_38,0.7742168,245.57039,247.45265,0.7680956,0.6840993,0.75228256,0.7885562,0.09946929,0.107460834,0.70784724,0.013886026,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16123,6916,1.04,3.9,0.71,-6628,214,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36678084509174,55.792081935452764]}"
00000000000000000339_39,0.77285653,245.51535,247.45712,0.76798224,0.684156,0.7521692,0.7894064,0.09946929,0.10734748,0.7075072,0.014622835,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16123,6916,1.04,3.9,0.71,-6629,214,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36725847042577,55.79206884267038]}"
00000000000000000339_40,0.7785243,245.47299,247.4616,0.77194965,0.68976706,0.75199914,0.78878295,0.09941261,0.10712077,0.70784724,0.014906224,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16123,6916,1.04,3.9,0.71,-6629,215,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36773609536513,55.79205574803487]}"
00000000000000000339_41,0.75931054,245.55345,247.61354,0.75874376,0.6770713,0.7500721,0.7905399,0.10615725,0.110691465,0.7002524,0.015473,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6615,209,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.35816034349374,55.7920481943318]}"
00000000000000000339_42,0.7740468,245.53653,247.54207,0.7675855,0.68449605,0.74899524,0.7848155,0.10060284,0.1078009,0.70195276,0.01524629,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6616,210,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.35863797264038,55.79203513503733]}"
00000000000000000339_43,0.77223307,245.53653,247.49738,0.76752883,0.6846661,0.75199914,0.7863458,0.099979386,0.106270604,0.70348305,0.014962901,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6616,210,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.35911560139338,55.792022073889704]}"
00000000000000000339_44,0.77143955,245.5577,247.4929,0.7653184,0.6805853,0.7472382,0.78351194,0.09946929,0.10666735,0.70433325,0.01524629,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6617,210,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.35959322975269,55.79200901088892]}"
00000000000000000339_45,0.7724598,245.58308,247.47949,0.7667353,0.68166214,0.7492219,0.78164154,0.098959185,0.10632728,0.7061469,0.013999381,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6618,211,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36007085771826,55.79199594603497]}"
00000000000000000339_46,0.7737067,245.58731,247.43475,0.7672454,0.6826824,0.749562,0.784192,0.09827906,0.10661067,0.7061469,0.01377267,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6619,211,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36054848529001,55.791982879327875]}"
00000000000000000339_47,0.77336663,245.56192,247.3721,0.7686057,0.68443936,0.7500721,0.7853256,0.098222375,0.106724024,0.70586354,0.014056059,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6619,211,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36102611246791,55.791969810767625]}"
00000000000000000339_48,0.7731399,245.54076,247.33627,0.76843566,0.68551624,0.7512057,0.787536,0.09844909,0.10666735,0.70535344,0.01450948,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6620,211,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36150373925189,55.79195674035423]}"
00000000000000000339_49,0.7759171,245.53653,247.31387,0.7692292,0.68534625,0.75103563,0.78900963,0.098789155,0.10695074,0.708414,0.015076256,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6621,212,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36198136564191,55.79194366808769]}"
00000000000000000339_50,0.77608716,245.52382,247.30043,0.76945585,0.68551624,0.75143236,0.7870826,0.09856244,0.10712077,0.70813066,0.014112736,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6622,212,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.3624589916379,55.79193059396801]}"
00000000000000000339_51,0.7754637,245.50688,247.31387,0.76939917,0.68551624,0.75250924,0.78742266,0.099242575,0.10666735,0.7069404,0.015019579,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6622,212,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.3629366172398,55.791917517995195]}"
00000000000000000339_52,0.77484024,245.49841,247.34074,0.7686057,0.6848928,0.7525659,0.78827286,0.09935593,0.106553994,0.7056935,0.013886026,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6623,212,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36341424244756,55.79190444016925]}"
00000000000000000339_53,0.7740468,245.50264,247.37657,0.7683223,0.68585634,0.75199914,0.78895295,0.09890251,0.106837384,0.7071671,0.014226092,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6624,213,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36389186726115,55.79189136049017]}"
00000000000000000339_54,0.77365,245.51959,247.41238,0.7687191,0.68551624,0.7533594,0.78934973,0.09901586,0.10678071,0.70767725,0.014906224,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6624,213,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36436949168048,55.79187827895796]}"
00000000000000000339_55,0.7730832,245.54076,247.44371,0.76945585,0.68477947,0.75239587,0.7896331,0.099525966,0.107574195,0.7079039,0.01524629,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6625,213,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36484711570552,55.791865195572626]}"
00000000000000000339_56,0.77325326,245.60846,247.49738,0.76900244,0.6848928,0.7516591,0.78900963,0.0991859,0.10706409,0.7054101,0.015076256,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6626,213,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36532473933617,55.79185211033417]}"
00000000000000000339_57,0.77336663,245.71834,247.55995,0.768549,0.6850628,0.75290596,0.7891797,0.0986758,0.10649732,0.706657,0.015076256,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16122,6916,1.04,3.9,0.71,-6627,214,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36580236257244,55.79183902324261]}"
00000000000000000339_58,0.7742168,245.7901,247.59569,0.7681523,0.68494946,0.7523392,0.7894631,0.09890251,0.10723413,0.7044466,0.014962901,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16123,6916,1.04,3.9,0.71,-6627,214,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36627998541424,55.791825934297925]}"
00000000000000000339_59,0.7746135,245.79854,247.61801,0.76752883,0.6835892,0.75097895,0.787366,0.099525966,0.10695074,0.70484334,0.014112736,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16123,6916,1.04,3.9,0.71,-6628,214,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.3667576078615,55.79181284350013]}"
00000000000000000339_60,0.7725731,245.75635,247.62694,0.766792,0.68205893,0.74893856,0.7861758,0.099809356,0.10706409,0.7035964,0.0142827695,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16123,6916,1.04,3.9,0.71,-6629,214,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36723522991417,55.79179975084923]}"
00000000000000000339_61,0.7721197,245.66765,247.62694,0.7676422,0.6828524,0.7482584,0.7856657,0.099525966,0.10712077,0.7060902,0.014226092,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16123,6916,1.04,3.9,0.71,-6629,215,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.36771285157224,55.791786656345224]}"
00000000000000000339_62,0.7715529,245.58308,247.59122,0.7687191,0.68494946,0.75228256,0.7894064,0.1002061,0.107914254,0.70387983,0.014622835,Europe,Russia,1.4,0.046,109,0,161364,1.13,,1,SWBD,55.789449,72.356343,30048,0,401.5,16123,6916,1.04,3.9,0.71,-6630,215,0.0,3,1.6,260.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.3681904728356,55.791773559988115]}"
