system:index,B1,B2,B3,B4,B5,B6,B7,Continent,Country,Depth_avg,Dis_avg,Elevation,Grand_id,Hylak_id,Lake_area,Lake_name,Lake_type,Poly_src,Pour_lat,Pour_long,QA_PIXEL,QA_RADSAT,Res_time,SAA,SZA,Shore_dev,Shore_len,Slope_100,VAA,VZA,Vol_res,Vol_src,Vol_total,Wshd_area,.geo
0000000000000000035f_10,0.46717632,0.44654155,0.4918347,0.5335004,0.12608701,256.62906,0.0925678,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,554,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05393023731304,43.94536787624945]}"
0000000000000000035f_11,0.46717632,0.45351452,0.49776906,0.5478656,0.12608701,256.62906,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,554,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05430402905205,43.94537097063505]}"
0000000000000000035f_12,0.48052275,0.46048748,0.49776906,0.5550483,0.12608701,256.62906,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,554,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05467782085076,43.94537406379809]}"
0000000000000000035f_13,0.4905326,0.4744334,0.5333752,0.56941354,0.12122359,256.62906,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,553,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05505161270916,43.94537715573858]}"
0000000000000000035f_14,0.43714678,0.4116768,0.45029417,0.50476986,0.12608701,257.2642,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05243936132186,43.94508541559217]}"
0000000000000000035f_15,0.31702873,0.32800132,0.33754134,0.33238685,0.14554068,257.2642,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05281315112994,43.945088514838915]}"
0000000000000000035f_16,0.4137905,0.39075792,0.4324911,0.49758726,0.14554068,257.2642,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05318694099783,43.94509161286312]}"
0000000000000000035f_17,0.47718614,0.4744334,0.5096378,0.5478656,0.13581385,257.2642,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,554,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05356073092551,43.9450947096648]}"
0000000000000000035f_18,0.4638397,0.46048748,0.4918347,0.5335004,0.13581385,256.62906,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,554,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05393452091295,43.94509780524393]}"
0000000000000000035f_19,0.47718614,0.46048748,0.5096378,0.5550483,0.12608701,256.62906,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,554,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.0543083109601,43.94510089960053]}"
0000000000000000035f_20,0.47384953,0.4744334,0.51557213,0.5622309,0.13095042,256.62906,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,553,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05468210106699,43.945103992734595]}"
0000000000000000035f_21,0.48052275,0.46746042,0.51557213,0.56941354,0.12122359,256.62906,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,553,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05505589123355,43.94510708464612]}"
0000000000000000035f_22,0.4171271,0.40470383,0.4324911,0.47603938,0.14554068,256.62906,0.0925678,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,553,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.0554296814598,43.945110175335095]}"
0000000000000000035f_23,0.38042438,0.36983904,0.41468802,0.4329436,0.14554068,257.2642,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.0520698635728,43.94481224424937]}"
0000000000000000035f_24,0.44048342,0.3977309,0.4324911,0.49758726,0.12608701,257.2642,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05244365162925,43.9448153446896]}"
0000000000000000035f_25,0.38042438,0.36983904,0.4028193,0.42576098,0.13581385,257.2642,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05281743974552,43.94481844390731]}"
0000000000000000035f_26,0.44048342,0.4256227,0.46216288,0.5263178,0.13095042,257.2642,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10233,554,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.0531912279216,43.944821541902485]}"
0000000000000000035f_27,0.47718614,0.46048748,0.5037034,0.5335004,0.12122359,256.62906,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,554,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05356501615748,43.94482463867515]}"
0000000000000000035f_28,0.47051293,0.46746042,0.4859003,0.5263178,0.12608701,256.62906,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,554,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.0539388044531,43.94482773422528]}"
0000000000000000035f_29,0.48052275,0.4744334,0.5096378,0.5478656,0.12608701,256.62906,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,554,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05431259280846,43.94483082855288]}"
0000000000000000035f_30,0.4905326,0.4744334,0.5096378,0.5478656,0.12608701,256.62906,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,553,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05468638122352,43.94483392165796]}"
0000000000000000035f_31,0.47718614,0.4744334,0.51557213,0.5550483,0.12122359,256.62906,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,553,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05506016969828,43.94483701354051]}"
0000000000000000035f_32,0.4838594,0.4744334,0.51557213,0.5622309,0.10663333,256.62906,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,553,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05543395823271,43.94484010420053]}"
0000000000000000035f_33,0.4638397,0.45351452,0.5037034,0.56941354,0.10663333,256.62906,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,553,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05580774682676,43.94484319363802]}"
0000000000000000035f_34,0.2636429,0.23037994,0.23072289,0.26056057,0.17472121,257.2642,0.10606984,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,5440,0,44.8,15663,6984,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05170036920732,43.944539071729004]}"
0000000000000000035f_35,0.34038502,0.3001095,0.3434757,0.3754826,0.15526752,257.2642,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05207415551214,43.94454217336269]}"
0000000000000000035f_36,0.4137905,0.40470383,0.42655674,0.483222,0.13095042,257.2642,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.0524479418768,43.94454527377388]}"
0000000000000000035f_37,0.4171271,0.4116768,0.45622852,0.49758726,0.14067727,256.62906,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.0528217283013,43.944548372962544]}"
0000000000000000035f_38,0.45716646,0.44654155,0.47996596,0.5263178,0.12608701,256.62906,0.0925678,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10233,554,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05319551478561,43.944551470928694]}"
0000000000000000035f_39,0.47051293,0.45351452,0.49776906,0.5335004,0.13095042,256.62906,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,554,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05356930132969,43.944554567672334]}"
0000000000000000035f_40,0.47384953,0.46048748,0.5037034,0.54068303,0.12608701,255.98918,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,554,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05394308793353,43.94455766319346]}"
0000000000000000035f_41,0.48052275,0.46746042,0.51557213,0.5622309,0.13095042,255.98918,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,554,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05431687459709,43.94456075749207]}"
0000000000000000035f_42,0.4838594,0.46746042,0.5096378,0.5478656,0.13095042,255.98918,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,553,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05469066132038,43.944563850568166]}"
0000000000000000035f_43,0.487196,0.46746042,0.5096378,0.5478656,0.12608701,256.62906,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,553,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05506444810334,43.94456694242174]}"
0000000000000000035f_44,0.47384953,0.46746042,0.49776906,0.5478656,0.12608701,256.62906,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,553,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05543823494598,43.9445700330528]}"
0000000000000000035f_45,0.47051293,0.46746042,0.49776906,0.5478656,0.12122359,256.62906,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,553,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05581202184825,43.94457312246135]}"
0000000000000000035f_46,0.47718614,0.45351452,0.4918347,0.54068303,0.12122359,256.62906,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,552,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05618580881013,43.94457621064737]}"
0000000000000000035f_47,0.3904342,0.376812,0.42062238,0.4329436,0.13581385,256.62906,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10233,556,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05133087822539,43.944265898031134]}"
0000000000000000035f_48,0.33371177,0.3140554,0.32567263,0.3683,0.15526752,257.2642,0.099318825,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05170466277856,43.944269000858256]}"
0000000000000000035f_49,0.39710742,0.3628661,0.39688495,0.4544915,0.14067727,257.2642,0.0925678,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05207844739164,43.94427210246288]}"
0000000000000000035f_50,0.44382003,0.43259564,0.4740316,0.50476986,0.12608701,256.62906,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05245223206455,43.94427520284501]}"
0000000000000000035f_51,0.45382985,0.4395686,0.47996596,0.5191351,0.13581385,256.62906,0.0925678,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05282601679728,43.94427830200463]}"
0000000000000000035f_52,0.46717632,0.45351452,0.4859003,0.5263178,0.14067727,256.62906,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,554,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05319980158983,43.944281399941765]}"
0000000000000000035f_53,0.48052275,0.46746042,0.49776906,0.54068303,0.12608701,255.98918,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,554,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05357358644216,43.94428449665639]}"
0000000000000000035f_54,0.487196,0.4744334,0.51557213,0.5550483,0.12122359,255.98918,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,554,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05394737135423,43.944287592148505]}"
0000000000000000035f_55,0.4838594,0.46048748,0.5215065,0.5478656,0.13095042,255.98918,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,554,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05432115632603,43.94429068641812]}"
0000000000000000035f_56,0.4838594,0.46746042,0.51557213,0.5478656,0.12608701,255.98918,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,553,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05469494135755,43.94429377946523]}"
0000000000000000035f_57,0.47384953,0.46048748,0.5096378,0.5478656,0.12122359,255.98918,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,553,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05506872644875,43.944296871289836]}"
0000000000000000035f_58,0.46717632,0.45351452,0.5037034,0.54068303,0.12122359,255.98918,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,553,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05544251159961,43.944299961891936]}"
0000000000000000035f_59,0.46717632,0.44654155,0.49776906,0.5478656,0.12122359,255.98918,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,553,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05581629681012,43.944303051271525]}"
0000000000000000035f_60,0.4605031,0.44654155,0.4918347,0.54068303,0.12122359,256.62906,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,552,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05619008208024,43.94430613942861]}"
0000000000000000035f_61,0.45716646,0.45351452,0.4918347,0.54068303,0.116360165,256.62906,0.06556374,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,552,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05656386740993,43.944309226363195]}"
0000000000000000035f_62,0.43381017,0.41864973,0.45622852,0.49758726,0.12122359,256.62906,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10233,556,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05096139062692,43.94399272315575]}"
0000000000000000035f_63,0.4137905,0.3977309,0.4324911,0.46167412,0.12608701,256.62906,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10233,556,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05133517342848,43.943995827176295]}"
0000000000000000035f_64,0.3937708,0.376812,0.40875366,0.4329436,0.13095042,257.2642,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05170895628996,43.94399892997434]}"
0000000000000000035f_65,0.40378067,0.3977309,0.40875366,0.44012624,0.12608701,257.2642,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05208273921127,43.944002031549914]}"
0000000000000000035f_66,0.45049325,0.4395686,0.47996596,0.5263178,0.12608701,256.62906,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05245652219244,43.94400513190299]}"
0000000000000000035f_67,0.47051293,0.45351452,0.5096378,0.54068303,0.13581385,256.62906,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05283030523346,43.94400823103358]}"
0000000000000000035f_68,0.4838594,0.46746042,0.5037034,0.5478656,0.13581385,255.98918,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6984,1.28,10.05,0.39,10234,554,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05320408833427,43.94401132894167]}"
